"Claim number","Response Date","Response"
"BH-DORMI/36042/749",1998-09-04,"APPROVED"
"BH-DORMI/36042/201",1998-09-04,"yes"
"BH-DORMI/32538/958",1988-07-04,"Approved"
"BH-DORMI/32538/964",1989-07-04,"rejected"
"BH-DORMI/32538/656",1989-07-04,"Approved"
"BH-HERCE/38752/234",2007-01-15,"app"
"BH-HERCE/40330/961",2010-02-24,"rejected"
"BH-HERCE/40724/320",2012-02-12,"YES"
"BH-HERCE/40310/830",2012-02-12,"app"
"BH-HERCE/38752/469",2007-01-15,"rejected"
"BH-HERCE/40330/300",2010-02-24,"yes"
"BH-HERCE/40724/800",2012-02-12,"yes"
"BH-HERCE/40310/614",2012-02-12,"Y"
"BH-INVIR/35365/116",1997-01-25,"Y"
"BH-KADCY/41610/446",2015-08-25,"APPROVED"
"BH-KADCY/41610/900",2015-08-25,"yes"
"BH-KYTRI/35410/115",1997-03-11,"Y"
"BH-KYTRI/34452/136",1994-07-27,"app"
"BH-MABTH/35870/452",1998-06-14,"Approved"
"BH-MABTH/38554/318",2005-10-10,"Y"
"BH-MABTH/38868/941",2006-07-01,"APPROVED"
"BH-MABTH/35870/885",1998-06-14,"N"
"BH-MABTH/38554/475",2005-10-10,"declined"
"BH-MABTH/38868/106",2006-07-01,"yes"
"BH-MIRCE/39604/625",2008-09-03,"YES"
"BH-MIRCE/39604/123",2008-09-03,"YES"
"BH-MIRCE/39604/923",2008-09-03,"YES"
"BH-MIRCE/39604/591",2008-09-03,"NO"
"BH-MIRCE/39604/187",2008-09-03,"N"
"BH-NEORE/36767/345",2000-11-27,"APPROVED"
"BH-NEORE/36767/324",2000-11-27,"YES"
"BH-NEORE/37789/661",2003-08-16,"rejected"
"BH-NEORE/37789/752",2003-08-16,"Approved"
"BH-NEORE/37789/557",2003-08-16,"Approved"
"BH-NEORE/37789/226",2003-08-16,"YES"
"BH-NEORE/37759/390",2003-08-16,"NO"
"BH-NEORE/37789/237",2003-08-16,"app"
"BH-NEORE/37789/149",2003-08-16,"APPROVED"
"BH-NEORE/36767/254",2000-11-27,"Approved"
"BH-NEORE/38133/984",2004-08-24,"N"
"BH-NEORE/37028/399",2001-08-15,"NO"
"BH-NEORE/36767/230",2000-11-27,"app"
"BH-NEORE/37028/584",2001-08-15,"N"
"BH-NEULA/38533/815",2006-01-24,"Y"
"BH-PEGAS/38262/133",2004-04-21,"app"
"BH-PEGAS/38387/899",2005-06-15,"NO"
"BH-PEGAS/41982/289",2015-02-17,"N"
"BH-PEGAS/38262/371",2004-04-21,"declined"
"BH-PEGAS/38387/802",2005-06-15,"yes"
"BH-PEGAS/41982/971",2015-02-17,"declined"
"BH-PEGAS/37377/930",2002-12-02,"app"
"BH-PEGAS/38387/657",2005-06-15,"Approved"
"BH-PEGAS/41982/466",2015-02-17,"rejected"
"BH-PEGAS/37062/502",2001-05-12,"yes"
"BH-PEGAS/38387/986",2005-06-15,"N"
"BH-PEGAS/41982/139",2015-02-17,"app"
"BH-RAPIL/37598/523",2002-10-15,"YES"
"BH-TAMIF/38286/435",2005-03-01,"app"
"BH-TARCE/38740/609",2006-06-17,"yes"
"BH-TARCE/38740/758",2006-10-17,"Approved"
"BH-VALCY/37788/536",2003-08-16,"app"
"BH-XELOD/38752/848",2006-05-27,"APPROVED"
"BH-XELOD/38927/600",2006-09-17,"yes"
"BH-XELOD/40310/290",2011-04-24,"NO"
"BH-XELOD/38752/677",2006-05-27,"declined"
"BH-XELOD/38927/264",2006-09-17,"rejected"
"BH-XELOD/40310/423",2011-04-24,"YES"
"BH-XENIC/38809/448",2006-05-27,"APPROVED"
"BH-XENIC/38811/905",2006-05-27,"yes"
"BD-ANEXA/37760/113",2005-01-16,"Y"
"BD-ANEXA/37760/736",2005-01-16,"app"
"BD-AVAST/38245/348",2005-06-01,"APPROVED"
"BD-AVAST/38915/950",2006-07-17,"Approved"
"BD-AVAST/38245/684",2005-06-01,"N"
"BD-AVAST/38915/357",2006-07-17,"Approved"
"BD-BONVI/38054/978",2005-04-28,"declined"
"BD-BONVI/38054/166",2005-04-28,"rejected"
"BD-BONVI/38499/778",2005-06-27,"declined"
"BD-BONVI/38499/333",2005-06-27,"app"
"BD-BONVI/38054/149",2005-04-28,"APPROVED"
"BD-BONVI/38054/208",2005-04-28,"yes"
"BD-BONVI/38734/721",2006-07-16,"YES"
"BD-CYMEV/38151/115",2005-03-29,"Y"
"BD-CYMEV/38151/375",2005-03-29,"declined"
"BD-CYMEV/38151/999",2005-03-29,"NO"
"BD-CYMEV/38151/558",2005-03-29,"Approved"
"BD-MABTH/38781/677","#VALUE!","declined"
"BD-MABTH/38781/666","#VALUE!","rejected"
"BD-MIRCE/38960/908",2008-03-16,"yes"
"BD-MIRCE/39799/653",2010-07-04,"Approved"
"BD-MIRCE/38960/517",2008-03-16,"Y"
"BD-MIRCE/38960/714",2008-03-16,"Y"
"BD-MIRCE/38960/356",2008-03-16,"Approved"
"BD-MIRCE/38960/803",2008-03-16,"yes"
"BD-MIRCE/38960/150",2008-03-16,"Approved"
"BD-MIRCE/38960/333",2008-03-16,"app"
"BD-NEULA/38573/814",2006-07-16,"Y"
"BD-TAMIF/38734/873",2006-07-16,"declined"
"BD-TAMIF/38734/257",2006-07-16,"Approved"
"BD-TAMIF/38734/994",2006-07-16,"NO"
"BD-TARCE/38445/543",2005-10-02,"APPROVED"
"BD-TARCE/38445/244",2005-10-02,"APPROVED"
"BD-TARCE/38445/529",2005-10-02,"YES"
"BY-ACTEM/41982/960",2015-03-31,"rejected"
"BY-ACTEM/40868/384",2012-02-28,"N"
"BY-ACTEM/41463/493",2013-12-02,"NO"
"BY-ACTEM/40868/379",2012-02-28,"declined"
"BY-ACTEM/41463/883",2013-12-02,"N"
"BY-ACTEM/40868/145",2012-02-28,"APPROVED"
"BY-ACTEM/41463/603",2013-12-02,"yes"
"BY-AVAST/41016/748",2012-06-26,"APPROVED"
"BY-AVAST/42061/994",2015-06-24,"NO"
"BY-AVAST/42061/644",2015-06-24,"APPROVED"
"BY-AVAST/41016/502",2012-06-26,"yes"
"BY-AVAST/42061/790",2015-06-24,"NO"
"BY-AVAST/42061/959",2015-06-24,"Approved"
"BY-BONVI/40823/108",2012-01-05,"yes"
"BY-BONVI/39028/294",2007-01-30,"NO"
"BY-BONVI/40597/243",2011-06-30,"APPROVED"
"BY-COPEG/39661/995",2008-12-29,"NO"
"BY-COPEG/39661/492",2008-12-29,"NO"
"BY-COPEG/39661/628",2008-12-29,"YES"
"BY-COPEG/39661/938",2008-12-29,"app"
"BY-COPEG/39661/432",2008-12-29,"app"
"BY-ERIVE/41835/428",2014-12-23,"YES"
"BY-GAZYV/41989/261",2015-05-28,"rejected"
"BY-HERCE/38949/747",2006-12-19,"APPROVED"
"BY-HERCE/38949/282",2006-12-19,"N"
"BY-HERCE/38949/147",2006-12-19,"APPROVED"
"BY-HERCE/38949/999",2006-12-19,"NO"
"BY-HERCE/40414/280",2010-11-25,"N"
"BY-HERCE/41508/926",2013-11-19,"YES"
"BY-HERCE/38888/737",2006-12-19,"app"
"BY-HERCE/38888/394",2006-12-19,"NO"
"BY-HERCE/40414/971",2010-11-25,"declined"
"BY-HERCE/41508/957",2013-11-19,"Approved"
"BY-KADCY/41716/844",2014-08-28,"APPROVED"
"BY-KADCY/41716/998",2014-08-28,"NO"
"BY-MABTH/41348/715",2013-06-26,"Y"
"BY-MABTH/41929/921",2015-04-30,"YES"
"BY-PEGAS/41456/450",2013-12-02,"Approved"
"BY-PERJE/42268/788",2016-03-02,"N"
"BY-TAMIF/42166/925",2015-11-02,"YES"
"BY-XELOD/40561/871",2011-02-22,"declined"
"BY-XELOD/40561/943",2011-02-22,"APPROVED"
"BY-ZELBO/41053/841",2012-09-06,"APPROVED"
"BE-ACTEM/41264/596",2014-04-23,"NO"
"BE-ACTEM/39415/595",2009-01-16,"NO"
"BE-ACTEM/40465/352",2011-07-01,"Approved"
"BE-ACTEM/39415/996",2009-01-16,"NO"
"BE-ACTEM/40465/314",2011-07-01,"Y"
"BE-ACTEM/39415/118",2009-01-16,"Y"
"BE-ACTEM/40465/932",2011-07-01,"app"
"BE-ANEXA/31859/534",1988-01-18,"app"
"BE-ANEXA/31859/532",1988-01-18,"app"
"BE-ANEXA/31859/621",1988-01-18,"YES"
"BE-ANEXA/41206/391",2012-12-05,"NO"
"BE-ANEXA/41206/309",2012-12-05,"yes"
"BE-AVAST/37960/912",2005-01-12,"Y"
"BE-AVAST/38903/497",2007-03-27,"NO"
"BE-AVAST/38931/490",2007-08-21,"NO"
"BE-AVAST/39175/177",2007-12-14,"declined"
"BE-AVAST/39170/363",2008-01-25,"rejected"
"BE-AVAST/41520/446",2014-07-31,"APPROVED"
"BE-AVAST/41796/108",2015-02-26,"yes"
"BE-AVAST/37960/361",2005-01-12,"rejected"
"BE-AVAST/38903/718",2007-03-27,"Y"
"BE-AVAST/38931/454",2007-08-21,"Approved"
"BE-AVAST/39175/986",2007-12-14,"N"
"BE-AVAST/39170/216",2008-01-25,"Y"
"BE-AVAST/41520/923",2014-07-31,"YES"
"BE-AVAST/41796/732",2015-02-26,"app"
"BE-BACTR/28305/377",1977-12-29,"declined"
"BE-BACTR/28305/720",1977-12-29,"YES"
"BE-BACTR/28305/245",1977-12-29,"APPROVED"
"BE-BACTR/28305/474",1977-12-29,"declined"
"BE-BONVI/38246/981",2005-09-15,"N"
"BE-BONVI/38469/428",2006-03-29,"YES"
"BE-BONVI/39034/430",2007-03-06,"app"
"BE-BONVI/39034/184",2007-03-06,"N"
"BE-BONVI/38246/482",2005-09-15,"N"
"BE-BONVI/38469/167",2006-03-29,"rejected"
"BE-COPEG/37407/917",2002-11-18,"Y"
"BE-COPEG/38260/146",2005-05-20,"APPROVED"
"BE-COPEG/38393/312",2005-07-15,"Y"
"BE-COPEG/39639/263",2009-04-08,"rejected"
"BE-COPEG/39856/178",2009-10-28,"declined"
"BE-COPEG/39856/739",2011-11-02,"app"
"BE-COPEG/38814/705",2006-10-02,"yes"
"BE-COPEG/38814/407",2006-10-02,"yes"
"BE-COPEG/38814/200",2006-10-02,"yes"
"BE-COPEG/39639/301",2009-04-08,"yes"
"BE-COPEG/39856/864",2009-10-28,"rejected"
"BE-COPEG/39856/717",2011-02-02,"Y"
"BE-COTEL/41884/232",2015-11-20,"app"
"BE-DILAT/36952/923",2002-06-03,"YES"
"BE-DILAT/36952/633",2002-06-03,"app"
"BE-DILAT/36952/421",2002-06-03,"YES"
"BE-ERIVE/40877/507",2013-07-12,"yes"
"BE-ESBRI/40240/745",2011-02-28,"APPROVED"
"BE-GAZYV/41388/429",2014-07-23,"YES"
"BE-HERCE/41733/908",2014-07-24,"yes"
"BE-HERCE/41733/723",2014-07-24,"YES"
"BE-HERCE/39422/763",2008-09-09,"rejected"
"BE-HERCE/40060/795",2010-01-19,"NO"
"BE-HERCE/40344/538",2011-04-20,"app"
"BE-HERCE/40968/155",2013-08-26,"Approved"
"BE-HERCE/40968/958",2013-08-26,"Approved"
"BE-HERCE/40968/580",2013-08-26,"N"
"BE-HERCE/40968/738",2013-08-26,"app"
"BE-HERCE/40968/202",2013-08-26,"yes"
"BE-HERCE/40968/256",2013-08-26,"Approved"
"BE-HERCE/40968/878",2013-08-26,"declined"
"BE-INHIB/33204/459",1992-01-16,"Approved"
"BE-INHIB/35418/140",2000-03-06,"APPROVED"
"BE-INHIB/33204/520",1992-01-16,"YES"
"BE-INHIB/35418/931",2000-03-06,"app"
"BE-INHIB/34373/765",1996-04-09,"rejected"
"BE-INVIR/34957/622",1996-10-04,"YES"
"BE-KADCY/41150/954",2013-11-15,"Approved"
"BE-KADCY/41150/602",2013-11-15,"yes"
"BE-LARIA/32359/231",1989-10-16,"app"
"BE-LARIA/32359/354",1989-10-16,"Approved"
"BE-MABTH/38708/401",2006-07-06,"yes"
"BE-MABTH/38601/109",2006-07-06,"yes"
"BE-MABTH/39265/500",2008-01-18,"yes"
"BE-MABTH/39828/570",2009-08-21,"declined"
"BE-MABTH/39973/692",2010-10-25,"NO"
"BE-MABTH/41024/871",2013-04-25,"declined"
"BE-MABTH/41242/236",2014-03-21,"app"
"BE-MABTH/38708/297",2006-07-06,"NO"
"BE-MABTH/38601/707",2006-07-06,"yes"
"BE-MABTH/39265/239",2008-01-18,"app"
"BE-MABTH/39828/421",2009-08-21,"YES"
"BE-MABTH/39973/661",2010-10-25,"rejected"
"BE-MABTH/41024/558",2013-04-25,"Approved"
"BE-MADOP/34107/538",1997-04-14,"app"
"BE-MADOP/30895/931",1985-09-10,"app"
"BE-MIRCE/38828/166",2007-07-20,"rejected"
"BE-MIRCE/39387/880",2008-09-05,"N"
"BE-MIRCE/38828/165",2007-07-20,"rejected"
"BE-MIRCE/38828/733",2007-07-20,"app"
"BE-MIRCE/38828/948",2007-07-20,"APPROVED"
"BE-MIRCE/39387/104",2008-09-05,"yes"
"BE-MIRCE/39387/504",2008-09-05,"yes"
"BE-MIRCE/38828/698",2007-07-20,"NO"
"BE-MIRCE/39387/364",2008-09-05,"rejected"
"BE-MIRCE/38828/255",2007-07-20,"Approved"
"BE-MIRCE/38828/217",2007-07-20,"Y"
"BE-MIRCE/39387/118",2008-09-05,"Y"
"BE-MIRCE/38828/955",2007-07-20,"Approved"
"BE-MIRCE/38828/426",2007-07-20,"YES"
"BE-MIRCE/38828/610",2007-07-20,"Y"
"BE-MIRCE/38828/701",2007-07-20,"yes"
"BE-MIRCE/38828/850",2007-07-20,"Approved"
"BE-MIRCE/38828/102",2007-07-20,"yes"
"BE-MIRCE/38828/708",2007-07-20,"yes"
"BE-MIRCE/38828/537",2007-07-20,"app"
"BE-MIRCE/38828/925",2007-07-20,"YES"
"BE-PEGAS/40485/711",2011-06-29,"Y"
"BE-PEGAS/40485/923",2011-06-29,"YES"
"BE-PEGAS/40485/938",2011-06-29,"app"
"BE-PEGAS/40485/972",2011-06-29,"declined"
"BE-PEGAS/40877/279",2013-03-13,"declined"
"BE-PEGAS/40877/582",2013-03-13,"N"
"BE-PEGAS/36903/417",2002-06-20,"Y"
"BE-PEGAS/36903/527",2002-06-20,"YES"
"BE-PEGAS/38007/254",2004-11-05,"Approved"
"BE-PEGAS/38189/794",2005-02-23,"NO"
"BE-PEGAS/39394/925",2008-06-20,"YES"
"BE-PEGAS/39509/134",2008-11-28,"app"
"BE-PEGAS/40877/948",2013-03-13,"APPROVED"
"BE-PEGAS/36903/276",2002-06-20,"declined"
"BE-PEGAS/36903/835",2002-06-20,"app"
"BE-PEGAS/38007/663",2004-11-05,"rejected"
"BE-PEGAS/38189/578",2005-02-23,"declined"
"BE-PEGAS/39394/361",2008-06-20,"rejected"
"BE-PEGAS/39509/639",2008-11-28,"app"
"BE-PEGAS/40877/198",2013-03-13,"NO"
"BE-PEGAS/40877/355",2013-03-13,"Approved"
"BE-PEGAS/40877/651",2013-03-13,"Approved"
"BE-PEGAS/40877/270",2013-03-13,"declined"
"BE-PEGAS/40705/171",2013-03-13,"declined"
"BE-PEGAS/40877/879",2013-03-13,"declined"
"BE-PEGAS/36903/513",2002-06-20,"Y"
"BE-PEGAS/36903/727",2002-06-20,"YES"
"BE-PEGAS/38007/745",2004-11-05,"APPROVED"
"BE-PEGAS/38189/402",2005-02-23,"yes"
"BE-PEGAS/39394/849",2008-06-20,"APPROVED"
"BE-PEGAS/39509/249",2008-11-28,"APPROVED"
"BE-PEGAS/40877/495",2013-03-13,"NO"
"BE-PEGAS/36903/518",2002-06-20,"Y"
"BE-PEGAS/36903/343",2002-06-20,"APPROVED"
"BE-PEGAS/38007/408",2004-11-05,"yes"
"BE-PEGAS/38189/973",2005-02-23,"declined"
"BE-PEGAS/39394/456",2008-06-20,"Approved"
"BE-PEGAS/39509/457",2008-11-28,"Approved"
"BE-PERJE/41883/597",2015-07-28,"NO"
"BE-PULMO/34050/407",1994-10-21,"yes"
"BE-RIVOT/27025/688",1974-08-07,"N"
"BE-ROACC/30629/102",1985-02-08,"yes"
"BE-ROACC/30629/123",1985-02-08,"YES"
"BE-ROCAL/29014/552",1980-04-16,"Approved"
"BE-ROCAL/30071/605",1983-06-22,"yes"
"BE-ROCAL/30071/556",1983-06-22,"Approved"
"BE-ROCAL/30071/263",1983-06-22,"rejected"
"BE-ROCAL/30071/793",1983-06-22,"NO"
"BE-ROCAL/29014/284",1980-04-16,"N"
"BE-ROCAL/30071/688",1983-06-22,"N"
"BE-ROCAL/30071/214",1983-06-22,"Y"
"BE-ROCAL/30071/444",1983-06-22,"APPROVED"
"BE-ROCAL/30071/427",1983-06-22,"YES"
"BE-ROCEP/30250/755",1984-12-05,"Approved"
"BE-ROCEP/34389/183",1996-03-19,"N"
"BE-ROCEP/38085/890",2007-06-04,"NO"
"BE-ROCEP/30250/144",1984-12-05,"APPROVED"
"BE-ROCEP/34389/507",1996-03-19,"yes"
"BE-ROCEP/38085/457",2007-06-04,"Approved"
"BE-ROFER/31434/943",1988-07-06,"APPROVED"
"BE-ROFER/31434/291",1988-07-06,"NO"
"BE-ROFER/33073/337",1991-05-02,"app"
"BE-ROFER/33380/473",1992-11-19,"declined"
"BE-ROFER/33246/285",1992-11-19,"N"
"BE-ROFER/34687/249",1995-09-23,"APPROVED"
"BE-ROFER/34150/823",1996-01-15,"YES"
"BE-ROFER/35383/821",1997-09-02,"YES"
"BE-ROFER/35743/593",1999-06-16,"NO"
"BE-ROFER/36500/701",2000-05-30,"yes"
"BE-ROFER/34687/976",1995-09-23,"declined"
"BE-ROFER/34487/933",1996-08-08,"app"
"BE-ROFER/34487/858",1996-08-08,"Approved"
"BE-ROFER/34487/841",1996-08-08,"APPROVED"
"BE-ROFER/34487/848",1996-08-08,"APPROVED"
"BE-ROFER/34487/419",1996-08-08,"Y"
"BE-ROFER/34487/308",1996-08-08,"yes"
"BE-ROFER/35383/840",1997-09-02,"APPROVED"
"BE-ROFER/35684/193",1999-06-16,"NO"
"BE-ROFER/36500/756",2000-05-30,"Approved"
"BE-ROFER/33303/692",1992-11-19,"NO"
"BE-ROFER/33303/304",1992-11-19,"yes"
"BE-ROFER/33303/792",1992-11-19,"NO"
"BE-ROFER/33303/665",1992-11-19,"rejected"
"BE-ROFER/33303/147",1992-11-19,"APPROVED"
"BE-ROFER/34687/418",1995-09-23,"Y"
"BE-ROFER/34150/440",1996-01-15,"APPROVED"
"BE-ROFER/35383/852",1997-09-02,"Approved"
"BE-ROFER/35684/386",1999-06-16,"N"
"BE-ROFER/36500/515",2000-05-30,"Y"
"BE-TAMIF/39115/885",2007-09-19,"N"
"BE-TAMIF/39115/269",2007-09-19,"rejected"
"BE-TAMIF/41829/543",2015-05-05,"APPROVED"
"BE-TAMIF/39115/340",2007-09-19,"APPROVED"
"BE-TAMIF/39115/765",2007-09-19,"rejected"
"BE-TAMIF/41829/356",2015-05-05,"Approved"
"BE-TAMIF/38555/176",2006-01-25,"declined"
"BE-TAMIF/41829/244",2015-05-05,"APPROVED"
"BE-TAMIF/40522/277",2011-11-28,"declined"
"BE-TAMIF/40522/926",2011-11-28,"YES"
"BE-TAMIF/41829/562",2015-05-05,"rejected"
"BE-TAMIF/38555/344",2006-01-25,"APPROVED"
"BE-TAMIF/41829/598",2015-05-05,"NO"
"BE-TARCE/38225/338",2005-09-19,"app"
"BE-TARCE/38628/581",2007-01-24,"N"
"BE-TARCE/42283/118",2016-01-25,"Y"
"BE-TARCE/38225/708",2005-09-19,"yes"
"BE-TARCE/38628/409",2007-01-24,"yes"
"BE-TARCE/42283/116",2016-01-25,"Y"
"BE-TARCE/38225/856",2005-09-19,"Approved"
"BE-TARCE/38628/949",2007-01-24,"APPROVED"
"BE-TARCE/42283/451",2016-01-25,"Approved"
"BE-VALCY/39035/221",2008-03-17,"YES"
"BE-VALCY/39035/150",2008-03-17,"Approved"
"BE-VALCY/39920/300",2010-08-06,"yes"
"BE-VALCY/41620/974",2014-06-20,"declined"
"BE-VALCY/41620/944",2014-06-20,"APPROVED"
"BE-VALCY/37214/663",2002-05-27,"rejected"
"BE-VALCY/37568/759",2003-05-09,"Approved"
"BE-VALCY/41620/658",2014-06-20,"Approved"
"BE-VALCY/41620/934",2014-06-20,"app"
"BE-XELOD/38216/546",2005-03-31,"APPROVED"
"BE-XELOD/38919/557",2007-03-28,"Approved"
"BE-XELOD/39171/196",2008-02-01,"NO"
"BE-XELOD/38216/350",2005-03-31,"Approved"
"BE-XELOD/38919/788",2007-03-28,"N"
"BE-XELOD/39171/625",2008-02-01,"YES"
"BE-XENIC/35408/463",1998-07-29,"rejected"
"BE-XENIC/35408/313",1998-07-29,"Y"
"BE-XENIC/37883/204",2004-03-02,"yes"
"BE-ZELBO/40666/983",2012-02-17,"N"
"BJ-AVAST/39464/913",2008-03-18,"Y"
"BJ-AVAST/39464/488",2008-03-18,"N"
"BJ-BACTR/34936/223",1996-02-25,"YES"
"BJ-BACTR/34936/163",1996-02-25,"rejected"
"BJ-BACTR/34926/454",1996-02-25,"Approved"
"BJ-BACTR/34926/498",1996-02-25,"NO"
"BJ-BACTR/34936/932",1996-02-25,"app"
"BJ-BONVI/39464/188",2008-03-18,"N"
"BJ-BONVI/39464/988",2008-03-18,"N"
"BJ-BONVI/39464/567",2008-03-18,"rejected"
"BJ-COPEG/39464/575",2008-03-18,"declined"
"BJ-KONAK/34833/269",1995-11-14,"rejected"
"BJ-KYTRI/39464/126",2008-03-18,"YES"
"BJ-KYTRI/39464/509",2008-03-18,"yes"
"BJ-KYTRI/39464/640",2008-03-18,"APPROVED"
"BJ-KYTRI/39464/926",2008-03-18,"YES"
"BJ-KYTRI/39464/962",2008-03-18,"rejected"
"BJ-KYTRI/39464/820",2008-03-18,"YES"
"BJ-KYTRI/39464/616",2008-03-18,"Y"
"BJ-KYTRI/39464/256",2008-03-18,"Approved"
"BJ-KYTRI/39464/137",2008-03-18,"app"
"BJ-NEORE/39101/138",2007-06-01,"app"
"BJ-NEORE/39101/635",2007-06-01,"app"
"BJ-NEORE/39101/521",2007-06-01,"YES"
"BJ-NEORE/39101/473",2007-06-01,"declined"
"BJ-NEORE/39101/313",2007-06-01,"Y"
"BJ-NEORE/39101/509",2007-06-01,"yes"
"BJ-PEGAS/39464/999",2008-01-18,"NO"
"BJ-PEGAS/39464/868",2008-03-18,"rejected"
"BJ-PEGAS/39464/387",2008-03-18,"N"
"BJ-PEGAS/39464/632",2008-03-18,"app"
"BJ-PEGAS/39464/192",2008-03-18,"NO"
"BJ-PEGAS/39464/124",2008-03-18,"YES"
"BJ-PEGAS/39464/169",2008-03-18,"rejected"
"BJ-PEGAS/39464/736",2008-03-18,"app"
"BJ-RIVOT/34515/106",1994-12-31,"yes"
"BJ-RIVOT/34515/232",1994-12-31,"app"
"BJ-ROCEP/34515/247",1994-12-31,"APPROVED"
"BJ-ROCEP/34515/878",1994-12-31,"declined"
"BJ-ROCEP/34515/267",1994-12-31,"rejected"
"BJ-ROCEP/34515/900",1994-12-31,"yes"
"BJ-ROCEP/34515/169",1994-12-31,"rejected"
"BJ-ROCEP/34515/994",1994-12-31,"NO"
"BJ-ROCEP/34515/967",1994-12-31,"rejected"
"BJ-ROCEP/34515/156",1994-12-31,"Approved"
"BJ-ROCEP/34515/505",1994-12-31,"yes"
"BJ-ROCEP/34515/683",1994-12-31,"N"
"BJ-ROCEP/34515/754",1994-12-31,"Approved"
"BJ-ROCEP/34515/327",1994-12-31,"YES"
"BJ-ROCEP/34515/305",1994-12-31,"yes"
"BJ-ROCEP/34515/550",1994-12-31,"Approved"
"BJ-ROCEP/34515/783",1994-12-31,"N"
"BJ-ROCEP/34515/684",1994-12-31,"N"
"BJ-ROCEP/34515/308",1994-12-31,"yes"
"BJ-ROCEP/34515/278",1994-12-31,"declined"
"BJ-ROCEP/34515/811",1994-12-31,"Y"
"BJ-ROCEP/34515/941",1994-12-31,"APPROVED"
"BJ-ROCEP/34515/550",1994-12-31,"Approved"
"BJ-ROCEP/34515/245",1994-12-31,"APPROVED"
"BJ-ROCEP/34515/754",1994-12-31,"Approved"
"BJ-ROCEP/34515/170",1994-12-31,"declined"
"BJ-ROCEP/34515/785",1994-12-31,"N"
"BJ-ROCEP/34515/606",1994-12-31,"yes"
"BJ-TILCO/34214/241",1994-03-02,"APPROVED"
"BJ-TILCO/34214/415",1994-03-02,"Y"
"BJ-TILCO/34214/253",1994-03-02,"Approved"
"BJ-VALIU/34833/767",1995-11-14,"rejected"
"BJ-VALIU/34833/264",1995-11-14,"rejected"
"BJ-VALIU/34833/138",1995-11-14,"app"
"BJ-VALIU/34833/352",1995-11-14,"Approved"
"BJ-VALIU/34833/197",1995-11-14,"NO"
"BJ-VALIU/34833/838",1995-11-14,"app"
"BJ-VALIU/34833/639",1995-11-14,"app"
"BJ-VALIU/34833/477",1995-11-14,"declined"
"BJ-VALIU/34833/364",1995-11-14,"rejected"
"BJ-VALIU/34829/730",1995-11-14,"app"
"BJ-VIRAC/36434/377",2000-09-12,"declined"
"BJ-VIRAC/36434/751",2000-09-12,"Approved"
"BJ-XELOD/38651/603",2008-03-08,"yes"
"BJ-XELOD/38651/910",2008-03-08,"Y"
"BJ-XELOD/38651/440",2008-03-08,"APPROVED"
"BJ-XELOD/39464/314",2008-03-08,"Y"
"BJ-XELOD/39464/824",2008-03-08,"YES"
"BJ-XELOD/39464/670",2008-03-08,"declined"
"BJ-XENIC/38694/818",2006-05-11,"Y"
"BJ-XENIC/38694/769",2006-05-11,"rejected"
"BO-ACTEM/41883/994",2015-08-19,"NO"
"BO-ACTEM/39798/139",2010-03-30,"app"
"BO-ACTEM/40688/501",2013-06-21,"yes"
"BO-ACTEM/41477/801",2013-09-04,"yes"
"BO-ACTEM/39798/419",2010-03-30,"Y"
"BO-ACTEM/39798/273",2010-03-30,"declined"
"BO-ACTEM/41477/830",2013-09-04,"app"
"BO-ACTEM/39798/834",2010-05-13,"app"
"BO-ACTEM/39798/765",2010-05-13,"rejected"
"BO-ACTEM/41477/155",2013-09-04,"Approved"
"BO-AVAST/39041/665",2007-05-16,"rejected"
"BO-AVAST/39381/321",2008-02-15,"YES"
"BO-AVAST/39504/800",2008-04-30,"yes"
"BO-AVAST/39638/687",2008-11-13,"N"
"BO-AVAST/40409/867",2010-08-25,"rejected"
"BO-AVAST/40409/578",2010-08-25,"declined"
"BO-AVAST/40409/157",2010-08-25,"Approved"
"BO-AVAST/38489/735",2010-08-25,"app"
"BO-AVAST/40409/685",2010-08-25,"N"
"BO-AVAST/41697/123",2014-04-23,"YES"
"BO-AVAST/41697/381",2014-04-23,"N"
"BO-AVAST/41901/903",2014-10-08,"yes"
"BO-AVAST/42153/905",2015-08-19,"yes"
"BO-AVAST/39041/829",2007-05-16,"YES"
"BO-AVAST/39381/102",2008-02-15,"yes"
"BO-AVAST/39504/869",2008-04-30,"rejected"
"BO-AVAST/39638/538",2008-11-13,"app"
"BO-AVAST/40044/922",2010-07-08,"YES"
"BO-AVAST/40044/976",2010-07-08,"declined"
"BO-AVAST/40044/393",2010-07-08,"NO"
"BO-AVAST/40044/825",2010-07-08,"YES"
"BO-AVAST/40044/536",2010-07-08,"app"
"BO-AVAST/41697/989",2014-04-23,"N"
"BO-AVAST/41697/317",2014-04-23,"Y"
"BO-AVAST/41901/613",2014-10-08,"Y"
"BO-AVAST/42153/136",2015-10-09,"app"
"BO-BACTR/1/230",1999-04-23,"#VALUE!"
"BO-BACTR/1/393",2001-10-10,"#VALUE!"
"BO-BACTR/1/523",2001-07-23,"#VALUE!"
"BO-BONVI/39088/392",2008-11-28,"NO"
"BO-BONVI/39088/201",2008-11-28,"yes"
"BO-BONVI/39156/342",2008-12-03,"APPROVED"
"BO-BONVI/39156/157",2008-12-03,"Approved"
"BO-BONVI/38938/441",2008-06-20,"APPROVED"
